case_number,image_id,source,prompt,evaluation_seed
1577,575946,coco-30k,Small white toilet with spare rolls of toilet paper beside it. ,23589
1578,162589,coco-30k,Small white toilet with a small window above it. ,23825
1579,506335,coco-30k,"Two men riding mopeds, one with a woman and boy riding along.",12912
1580,510734,coco-30k,People are sitting on benches that line a street.,56042
1581,139004,coco-30k,A kitchen with canisters on the neat counter ,90008
1582,39871,coco-30k,The door of a public bus with a reflection of a woman's photo in the side window of the bus.,90990
1583,74458,coco-30k,A bedroom suite with tile flooring and two lamos,88829
1584,25096,coco-30k,A young boy cuts into a cake shaped like a skateboard.,51566
1585,235491,coco-30k,A city street with a sign that says fun,72743
1586,202748,coco-30k,The black and white toilet is opened in the narrow bathroom.,59449
1587,218924,coco-30k,an image of a cat in a toilet with the water,78329
1588,485895,coco-30k,The giraffe is standing in the shade of the tree.,42471
1589,243495,coco-30k,a toilet with writing under the lid ,94944
1590,384850,coco-30k,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,9816
1591,22103,coco-30k,The people are feeding the giraffe at the zoo.,65997
1592,304964,coco-30k,The woman is sitting and looking at something on her mobile phone.  ,19810
1593,255633,coco-30k,A fighter jet is flying through a clear sky.,83021
1594,423058,coco-30k,Vet supplies laying on the floor of a room.,89739
1595,53505,coco-30k,A toilet sitting underneath a medicine cabinet in a bathroom.,61139
1596,425578,coco-30k,A shack with a  floor covered with dirt and straws.,73292
1597,12754,coco-30k,A scene from the show Mad Men and some appliances.,88132
1598,114173,coco-30k,"The bathroom has white and green tiles on the wall, and green tiles on the floor, along with a white porcelain toilette, and a white garden style tub with a shower hook up.",33809
1599,552454,coco-30k,A small white toilet sitting in a bathroom in a restroom.,62046
1600,534467,coco-30k,A kitchen filled with appliances and an open laptop.,50508
1601,137803,coco-30k,Pictures of Queen Elizbeth the second riding a horse.,14420
1602,18750,coco-30k,Artistic photograph of architecture and frost-laden trees at dawn,50375
1603,327263,coco-30k,A wooden park bench between two floral arrangements.,50887
1604,146667,coco-30k,A woman digging through the storage compartment on her moped.,30691
1605,294484,coco-30k,The giraffe eats from a reachable limb of the tree.,3601
1606,382668,coco-30k,Two adorable chubby dogs sleeping next to each other.,48635
1607,151670,coco-30k,A white toilet sitting in front of a brick wall.,14269
1608,207400,coco-30k,"A room filled with a tub, sink and toilet.",48119
1609,239082,coco-30k,A white toilet sitting on top of a wood floor in a bathroom.,29322
1610,531707,coco-30k,A group of people sitting on a wooden bench next to a  field.,6250
1611,555939,coco-30k,A small bathroom with a toilet and shower.,20824
1612,31817,coco-30k,A man riding a motorcycle while eating food.,28948
1613,498374,coco-30k,A person's reflection is shown in the bathroom mirror they are photographing.,96587
1614,536343,coco-30k,A bath tub in a small bathroom with towels hanging over it.,50689
1615,183657,coco-30k,An orange in a bowl near a puddle of water.,84869
1616,394957,coco-30k,"A bathroom scene with a toilet, sink and a suitcase.",1537
1617,365503,coco-30k,A bath room with an old fashioned looking tub.,62909
1618,492885,coco-30k,A man riding a motorcycle down a road with a POW - MIA flag.,55087
1619,268943,coco-30k,A lake filled with water and a kite flying over itl,5721
1620,65358,coco-30k,A dirty kitchen floor with soot on the tiles.,17638
1621,562289,coco-30k,A cat sitting behind a white toilet next to a rug.,79331
1622,29187,coco-30k,A man riding a horse drawn carriage on a race track.,7747
1623,339943,coco-30k,A kitchen with a bath tub sitting behind a wooden door.,86137
1624,439907,coco-30k,A bathroom with a shower and a white sink on a wooded counter.,43186
1625,327529,coco-30k,Bicycle owned by the New World Tourist Company,200
1626,117899,coco-30k,A kitchen filled with wooden cabinets and a table.,8041
1627,396304,coco-30k,A bathroom with some of the wall removed during a renovation.,54483
1628,51880,coco-30k,A orange and white cat sitting underneath a white bush.,12600
1629,49014,coco-30k,A very large airplane sitting on a runway.,75228
1630,494555,coco-30k,A young man in a sweat shirt is standing on a wooden walkway.,53933
1631,402346,coco-30k,Tomatoes sit in a black bowl next to a flower.,54855
1632,429025,coco-30k,A group of people walk around in a business area.,67763
1633,92016,coco-30k,A bathroom mirror with a chrome towel holder and faucet and a window above.,49332
1634,458768,coco-30k,A brightly lit kitchen with lots of natural light.,46800
1635,48674,coco-30k,This is a black and white photo of a girl under a pedestrian traffic signal.,53017
1636,18737,coco-30k,A motorcycle parked near a fence by a beach.,78316
1637,293044,coco-30k,A plastic dish with the food sectioned off.,6730
1638,148055,coco-30k,A brown cow stands at the edge of a roadway.,15929
1639,426133,coco-30k,A white stove top oven sitting inside of a kitchen.,50266
1640,45229,coco-30k,A kitchen filled with a wooden cabinet and a large window.,75865
1641,522554,coco-30k,A bench in a park covered in lots of snow.,73770
1642,344498,coco-30k,Friends having a drink together in the kitchen,34352
1643,212453,coco-30k,A white toilet sitting in a corner of a room.,2931
1644,570782,coco-30k,Three computers without screens sit on a desk.,50347
1645,538153,coco-30k,Three mass transit trains underneath an overpass at a train stop.,16770
1646,69926,coco-30k,Traffic jam at a busy hotel parking lot.,95102
1647,164515,coco-30k,Three motorcycles parked next to a motor home.,42654
1648,443281,coco-30k,A TOILET IS IN THE BATHROOM DOOR WAY ,89901
1649,192616,coco-30k,A living room filled with furniture and large persian rug.,41123
1650,450357,coco-30k,"A man standing with his back to a mirror, but his reflection facing him. ",43866
1651,374987,coco-30k,A gang of bikers driving down a city street.,23742
1652,361022,coco-30k,A man kneeling down on a sidewalk to hug his two dogs.,58370
1653,307511,coco-30k,An old green and brown car with chrome trim.,2861
1654,441483,coco-30k,A toilet with no seat sits in a tiny bathroom.,3845
1655,533805,coco-30k,A plane is flying above the airport terminal,26599
1656,170550,coco-30k,"Road construction and street signs in Cape Town, SA",56832
1657,430690,coco-30k,A traffic light turns green on the corner of a city street.,23513
1658,538230,coco-30k,A group of men riding dirt bikes across a grass covered field.,3077
1659,343692,coco-30k,A motorcycle in a garage-like area by the wall.,91466
1660,51685,coco-30k,A small biplane flying through a bright blue sky.,95169
1661,518203,coco-30k,A large passenger jet taking off from an airport runway.,35658
1662,480421,coco-30k,A bathroom with a walk in shower and a white bath tub.,67633
1663,69213,coco-30k,Two men wearing suits and hats are walking together.,63434
1664,278582,coco-30k,A person holding up a smart phone to take a picture.,87730
1665,520324,coco-30k,Someone is driving a cart near a single engine airplane.,60756
1666,357943,coco-30k,A LOT OF SHEEP IS IN THE GRASS WITH A SHEEP DOG,42527
1667,69577,coco-30k,A table full of many different types of food.,42844
1668,455624,coco-30k,Person driving a plated motorcycle on a track with people watching.,51831
1669,221547,coco-30k,a couple on a subway looks at each other,85826
1670,29776,coco-30k,A man riding a red motorcycle next to  buildings in front of a street.,18414
1671,408112,coco-30k,A small propeller plane sitting on top of an airport tarmac.,76097
1672,172599,coco-30k,A large passenger jet sitting on top of an airport runway.,35525
1673,159151,coco-30k,A bathroom has a large mirror and black wall.,58139
1674,322594,coco-30k,A series of photographs depicting bathroom before and after minor changes.,41548
1675,406949,coco-30k,A large white bush driving down a city street.,59604
1676,183348,coco-30k,A entrance into a building next to a parking meter.,50923
1677,129707,coco-30k,A person holding an old phone showing it to the camera.,22779
1678,297578,coco-30k,A man walking down a street smoking a cigarette.,20047
1679,128119,coco-30k,The bus has bikes on the front of it ,62464
1680,14845,coco-30k,A river with boats docked and houses in the background.,21709
1681,194288,coco-30k,A bathroom filled with a messy toilet and a sink.,67778
1682,581245,coco-30k,a black and white photo of young people holding an open umbrella,25116
1683,168246,coco-30k,A white toilet sitting next to a red counter with a  sink.,62792
1684,581501,coco-30k,A kitchen filled with wooden cabinets and stools.,92901
1685,358191,coco-30k,a bath room with two sinks a large mirror a bath tub,99274
1686,232654,coco-30k,A baby sitting in a high chair eating food.,30336
1687,129989,coco-30k,A fighter jet flying through a sky above water.,24098
1688,12547,coco-30k,Two elderly people are sitting on a city bench.,10335
1689,580613,coco-30k,A woman is riding an orange sports motorcycle.,62909
1690,179611,coco-30k,A toilet sitting in a bathroom on top of a tiled floor.,99866
1691,109216,coco-30k,A red kitchen with metallic appliances and paintings on the wall.,64936
1692,286907,coco-30k,A bathroom scene with focus on the toilet.,83325
1693,54039,coco-30k,Several motorcycles and cars parked on a city street.,11258
1694,192701,coco-30k,A guy rides a bike in a race and has fun,89235
1695,144064,coco-30k,A plan sitting on top of a sandy beach.,22643
1696,359715,coco-30k,A blue motorcycle is parked on the street next to a truck.,67068
1697,359182,coco-30k,a long row of motorcycles parked along a sidewalk in a city,34474
1698,570528,coco-30k,A large orange cat sitting in a white glass bowl.,75970
1699,553094,coco-30k,a fighter het flying up in the air ,42511
1700,538054,coco-30k,A person holding up a piece of banana to the camera.,17837
1701,139168,coco-30k,A squadron of four fighter jets flying through a blue sky.,10468
1702,162256,coco-30k,A large hairy dog on a leash next to a crowd.,57158
1703,3335,coco-30k,A clean white toilet with the toilet seat up.,57366
1704,257660,coco-30k,A toilet with a light blue cover next to a shower.,44992
1705,62510,coco-30k,A small kitchen has a stove and a blender.,78454
1706,85288,coco-30k,A GIRAFFE IS NURSING ITS YOUNG IN THE ZOO,55315
1707,293611,coco-30k,"A kitchen with a sink, bottles, jars and a dishwasher.",37194
1708,259085,coco-30k,A rather portly woman crosses a city crosswalk,19089
1709,562519,coco-30k,A man in full gear stands next to his motorcycle,2301
1710,454907,coco-30k,"A kitchen that includes a stove, ovens and refrigerator.",15316
1711,296730,coco-30k,A brick building with a clock tower at the corner of a street.,22588
1712,155270,coco-30k,A police officer rides a motorcycle next to a beach.,42405
1713,414510,coco-30k,A few people sitting by a busy street,82801
1714,185633,coco-30k,"A bathroom has a bathtub, sink and window in it.",31420
1715,581863,coco-30k,"Bathroom with tiled floor, radiator, shower and bathtub.",11869
1716,465692,coco-30k,Person in jacket riding a bicycle on a street.,34552
1717,473849,coco-30k,A white tiled bathroom with black counter top.,56898
1718,336372,coco-30k,a close up of a kitten under a parked car very close to the tire,33127
1719,384952,coco-30k,a kitchen with a table a stove and a sink,10385
